,Country,Value
85,Jamaica,0.2975515127
86,Japan,1.4504767656
87,Jordan,0.2216193676
88,Kazakhstan,-0.5550954938
89,Kenya,-0.4957186878
90,Kiribati,-0.6834637523
91,Kosovo,-0.2147876024
92,Kuwait,0.1059706137
93,Kyrgyz Republic,-0.749992311
94,Lao PDR,-0.8713602424
95,Latvia,0.4913597703
96,Lebanon,-0.3438335359
97,Lesotho,-0.4030005634
98,Liberia,-1.252851367
99,Libya,-1.1964950562
100,Liechtenstein,1.7553344965
101,Lithuania,0.7064508796
102,Luxembourg,1.5896368027
103,Madagascar,-0.4409483671
104,Malawi,-0.5627929568
105,Malaysia,1.247410059
106,Maldives,0.0046732989
107,Mali,-0.7254434824
108,Malta,1.2237589359
109,Marshall Islands,-1.2339093685
110,Martinique,0.7194719911
111,Mauritania,-0.8611568809
112,Mauritius,0.7287604809
113,Mexico,0.1712695211
114,Moldova,-0.8074803948
115,Monaco,
116,Mongolia,-0.5159835219
117,Montenegro,-0.1737193465
118,Morocco,-0.163468644
119,Mozambique,-0.4838604629
120,Myanmar,-1.4669095278
121,Namibia,0.126963824
122,Nauru,-0.589627564
123,Nepal,-0.6548044086
124,Netherlands,1.729016304
125,Netherlands Antilles,0.7194719911
126,New Caledonia,
127,New Zealand,1.672811985
128,Nicaragua,-0.9127289653
129,Niger,-0.7864245772
130,Nigeria,-1.0408842564
131,Niue,
132,Norway,2.0347521305
133,Oman,0.35197106
134,Pakistan,-0.4622882903
135,Palau,
136,Panama,0.12683025
137,Papua New Guinea,-0.6722659469
138,Paraguay,-0.8483846784
139,Peru,-0.5097973943
140,Philippines,0.0755590051
141,Poland,0.4044932723
142,Portugal,0.8978520036
143,Puerto Rico,0.5877711177
144,Qatar,0.4435881674
145,Reunion,0.9784376621
146,Romania,-0.316023618
147,Russian Federation,-0.3756805956
148,Rwanda,-0.1980548203
149,Samoa,0.163473472
150,San Marino,
151,Sao Tome and Principe,-0.6958838701
152,Saudi Arabia,-0.1090668291
153,Senegal,-0.4627055228
154,Serbia,-0.2199967504
155,Seychelles,0.1257852465
156,Sierra Leone,-1.1729791164
157,Singapore,2.3730905056
158,Slovak Republic,0.7443145514
159,Slovenia,0.9380853176
160,Solomon Islands,-1.0913449526
161,Somalia,-2.3400058746
162,South Africa,0.4915719628
163,South Sudan,
164,Spain,0.9957509637
165,Sri Lanka,-0.0896379128
166,St. Kitts and Nevis,0.6596176028
167,St. Lucia,0.6596176028
168,St. Vincent and the Grenadines,0.6596176028
169,Sudan,-1.0817763805
170,Suriname,-0.2322138548
171,Swaziland,-0.8471307755
172,Sweden,2.020377636
173,Switzerland,2.0320668221
174,Syrian Arab Republic,-0.7594004273
175,Tajikistan,-1.0574690104
176,Tanzania,-0.3773353398
177,Thailand,0.3726189435
178,Timor-Leste,-1.1391425133
179,Togo,-1.51173985
180,Tonga,-0.479044646
181,Trinidad and Tobago,0.2059090436
182,Tunisia,0.4661966562
183,Turkey,0.3040788472
184,Turkmenistan,-1.4405505657
185,Tuvalu,-0.5116221905
186,Uganda,-0.4090806246
187,Ukraine,-0.6656546593
188,United Arab Emirates,0.924664259
189,United Kingdom,1.6614288092
190,United States,1.6469551325
191,Uruguay,0.5061061978
192,Uzbekistan,-1.0920034647
193,Vanuatu,-0.4649110138
194,Vietnam,-0.2175584435
195,Virgin Islands (U.S.),1.2374032736
196,West Bank and Gaza,-1.2163215876
197,Zambia,-0.7112975121
198,Zimbabwe,-1.2711051702
