,Country,Value
121,Namibia,0.1310832053
122,Nauru,-0.5578844547
123,Nepal,-0.9860057235
124,Netherlands,1.7997074127
125,Netherlands Antilles,0.7372631431
126,New Caledonia,
127,New Zealand,1.7900278568
128,Nicaragua,-0.8894060254
129,Niger,-0.7069674134
130,Nigeria,-0.9991663098
131,Niue,
132,Norway,1.8924043179
133,Oman,0.2626997232
134,Pakistan,-0.7889327407
135,Palau,-0.5578844547
136,Panama,0.3133986294
137,Papua New Guinea,-0.7690706253
138,Paraguay,-0.8991863728
139,Peru,-0.157619372
140,Philippines,0.0775707737
141,Poland,0.664090991
142,Portugal,1.0340013504
143,Puerto Rico,0.4088827074
144,Qatar,0.9454489946
145,Reunion,0.9970930219
146,Romania,-0.3140971661
147,Russian Federation,-0.4256238043
148,Rwanda,-0.0603341721
149,Samoa,0.0902119651
150,San Marino,
151,Sao Tome and Principe,-0.7166463733
152,Saudi Arabia,0.025863193
153,Senegal,-0.4708664119
154,Serbia,-0.1137178764
155,Seychelles,0.3756713569
156,Sierra Leone,-1.2043616772
157,Singapore,2.1519050598
158,Slovak Republic,0.8264280558
159,Slovenia,1.0186012983
160,Solomon Islands,-0.8243814707
161,Somalia,-2.22544384
162,South Africa,0.3251968622
163,South Sudan,-1.5944892168
164,Spain,1.1079910994
165,Sri Lanka,-0.2365158498
166,St. Kitts and Nevis,0.837543726
167,St. Lucia,0.5752629042
168,St. Vincent and the Grenadines,0.837543726
169,Sudan,-1.4576514959
170,Suriname,0.00908277
171,Swaziland,-0.5492514372
172,Sweden,1.9414256811
173,Switzerland,1.8769836426
174,Syrian Arab Republic,-1.2218489647
175,Tajikistan,-0.9332110882
176,Tanzania,-0.6925336123
177,Thailand,0.2074007541
178,Timor-Leste,-1.1934643984
179,Togo,-1.3256192207
180,Tonga,-0.1937220842
181,Trinidad and Tobago,0.4025941789
182,Tunisia,-0.0485579409
183,Turkey,0.4037693441
184,Turkmenistan,-1.293389678
185,Tuvalu,-0.6871994734
186,Uganda,-0.5680426359
187,Ukraine,-0.5832725763
188,United Arab Emirates,1.1379637718
189,United Kingdom,1.5270824432
190,United States,1.5111751556
191,Uruguay,0.4449588358
192,Uzbekistan,-0.9396483898
193,Vanuatu,-0.2227291912
194,Vietnam,-0.2906829417
195,Virgin Islands (U.S.),1.2569229603
196,West Bank and Gaza,-0.7532700896
197,Zambia,-0.4997166991
198,Zimbabwe,-1.1982750893
