,Country,Value
93,Kyrgyz Republic,-0.6281466484
94,Lao PDR,-0.848718524
95,Latvia,0.7090756297
96,Lebanon,-0.2566175759
97,Lesotho,-0.3024531901
98,Liberia,-1.239636302
99,Libya,-1.3541318178
100,Liechtenstein,1.7461614609
101,Lithuania,0.7163254023
102,Luxembourg,1.7373064756
103,Madagascar,-1.0129508972
104,Malawi,-0.4368896186
105,Malaysia,1.0284962654
106,Maldives,-0.307549715
107,Mali,-0.7860628366
108,Malta,1.2082622051
109,Marshall Islands,-1.6180255413
110,Martinique,0.7334657907
111,Mauritania,-0.930921495
112,Mauritius,0.8583627343
113,Mexico,0.3070144951
114,Moldova,-0.6022799015
115,Monaco,
116,Mongolia,-0.5785158277
117,Montenegro,0.1030318812
118,Morocco,-0.1531806439
119,Mozambique,-0.6213944554
120,Myanmar,-1.6276981831
121,Namibia,0.0890999213
122,Nauru,-0.5923324227
123,Nepal,-0.880145371
124,Netherlands,1.7890195847
125,Netherlands Antilles,0.7334657907
126,New Caledonia,
127,New Zealand,1.8806893826
128,Nicaragua,-0.8925874829
129,Niger,-0.6254474521
130,Nigeria,-1.0770634413
131,Niue,-0.9752992392
132,Norway,1.8402224779
133,Oman,0.2691057324
134,Pakistan,-0.8107773066
135,Palau,-0.5923324227
136,Panama,0.0944333076
137,Papua New Guinea,-0.7331117988
138,Paraguay,-0.8353912234
139,Peru,-0.1457289457
140,Philippines,0.0843357965
141,Poland,0.6219446063
142,Portugal,0.9587272406
143,Puerto Rico,0.3499823511
144,Qatar,0.7766754031
145,Reunion,0.9878669381
146,Romania,-0.3122830391
147,Russian Federation,-0.4538208544
148,Rwanda,0.0744188353
149,Samoa,-0.0169670172
150,San Marino,
151,Sao Tome and Principe,-0.7088840008
152,Saudi Arabia,-0.3214911819
153,Senegal,-0.4679302573
154,Serbia,-0.0985458568
155,Seychelles,0.2558375597
156,Sierra Leone,-1.1844624281
157,Singapore,2.1664786339
158,Slovak Republic,0.8349698186
159,Slovenia,0.9895411134
160,Solomon Islands,-0.8597383499
161,Somalia,-2.1551940441
162,South Africa,0.4127255678
163,South Sudan,-1.8747222424
164,Spain,1.0318439007
165,Sri Lanka,-0.1016616076
166,St. Kitts and Nevis,0.7697228193
167,St. Lucia,0.8553751707
168,St. Vincent and the Grenadines,0.7697228193
169,Sudan,-1.3904561996
170,Suriname,-0.1098414585
171,Swaziland,-0.6675943136
172,Sweden,1.9676107168
173,Switzerland,1.867143631
174,Syrian Arab Republic,-0.4973310828
175,Tajikistan,-0.9402166009
176,Tanzania,-0.6258670688
177,Thailand,0.2054494023
178,Timor-Leste,-1.1313910484
179,Togo,-1.359987855
180,Tonga,-0.3647233546
181,Trinidad and Tobago,0.3165268004
182,Tunisia,0.0289076529
183,Turkey,0.3626618385
184,Turkmenistan,-1.6127361059
185,Tuvalu,-0.7903829217
186,Uganda,-0.5098244548
187,Ukraine,-0.806664288
188,United Arab Emirates,1.0584559441
189,United Kingdom,1.5529443026
190,United States,1.5121228695
191,Uruguay,0.5584179163
192,Uzbekistan,-0.7231968045
193,Vanuatu,-0.2481185198
194,Vietnam,-0.2318155468
195,Virgin Islands (U.S.),1.2422682047
196,West Bank and Gaza,-0.6275262237
197,Zambia,-0.6357628703
198,Zimbabwe,-1.3576469421
