,Country,Value
0,Afghanistan,0.7087843930519284
1,Angola,0.7299334941124016
2,Benin,0.6190855873628607
3,Burkina Faso,0.7629667282633363
4,Burundi,1.1499711688693424
5,Cambodia,1.337318734369319
6,Cameroon,1.0610497552950164
7,Central African Republic,0.8193442285935362
8,Chad,0.3539444270718377
9,Comoros,0.6212104101232399
10,Cote d'Ivoire,0.47009602633124814
11,Equatorial Guinea,0.4602970959238064
12,Eritrea,0.9447800988018571
13,Ethiopia,0.8618817894407584
14,Gabon,0.7813626360052695
15,Ghana,0.43475403097977505
16,Guatemala,0.8813874983275127
17,Guinea,0.616759675843241
18,Guinea-Bissau,0.554704512121134
19,Haiti,1.0688544339300279
20,Iraq,0.825514828155292
21,Kenya,0.8765232043760989
22,Kiribati,0.9428339332910127
23,Lao PDR,1.1649870620169622
24,Lesotho,1.391345369029068
25,Liberia,0.8814464615898032
26,Madagascar,0.8028614050804208
27,Malawi,1.0127175054326472
28,Mali,0.5841327477658069
29,Mauritania,0.7049383029445835
30,Mozambique,1.1535749429838233
31,Myanmar,0.8595313206419632
32,Namibia,1.1026363806315658
33,Niger,0.18175717716871986
34,Nigeria,-0.30785910073450395
35,Pakistan,0.5097795060291901
36,Papua New Guinea,0.5560819451013685
37,Rwanda,2.258484437411198
38,Senegal,1.589420242478809
39,Sierra Leone,0.817838700846778
40,Solomon Islands,0.6198431999423519
41,Somalia,0.4524368343033984
42,South Sudan,0.3516691213133072
43,Sudan,1.1089424068889002
44,Swaziland,0.6041682525083161
45,Tajikistan,1.2434683800968287
46,Tanzania,1.0860568103739752
47,Timor-Leste,1.2972403757655684
48,Togo,0.8027123184338052
49,Uganda,1.2608489338201707
50,Vanuatu,0.7792228034866184
51,Zambia,0.5719765100416225
52,Zimbabwe,1.4171140106770963
