,Country,Value
102,Luxembourg,2.1159570217
103,Madagascar,-0.6800364852
104,Malawi,-0.624456346
105,Malaysia,0.4042581618
106,Maldives,-0.5245400667
107,Mali,-0.7383619547
108,Malta,0.9902660847
109,Marshall Islands,-0.0203657839
110,Martinique,0.8189220428
111,Mauritania,-0.7975200415
112,Mauritius,0.359937191
113,Mexico,-0.4759512842
114,Moldova,-0.7402284741
115,Monaco,
116,Mongolia,-0.4617983401
117,Montenegro,-0.2477762103
118,Morocco,-0.360095948
119,Mozambique,-0.6362606287
120,Myanmar,-1.0681217909
121,Namibia,0.2844755054
122,Nauru,-0.5766474009
123,Nepal,-0.6779610515
124,Netherlands,2.0458478928
125,Netherlands Antilles,0.8189220428
126,New Caledonia,
127,New Zealand,2.348402977
128,Nicaragua,-0.7313814759
129,Niger,-0.5605477095
130,Nigeria,-1.2017966509
131,Niue,
132,Norway,2.2856547832
133,Oman,0.0779072344
134,Pakistan,-0.9350503683
135,Palau,-0.5766474009
136,Panama,-0.3616722226
137,Papua New Guinea,-1.0432776213
138,Paraguay,-1.040622592
139,Peru,-0.4388454854
140,Philippines,-0.4034340382
141,Poland,0.54728508
142,Portugal,0.9148977995
143,Puerto Rico,0.5001984835
144,Qatar,1.2363544703
145,Reunion,0.8189220428
146,Romania,-0.1870750487
147,Russian Federation,-0.9955055714
148,Rwanda,0.6395738721
149,Samoa,0.1948839277
150,San Marino,
151,Sao Tome and Principe,-0.3824653327
152,Saudi Arabia,-0.0083578369
153,Senegal,-0.2763102353
154,Serbia,-0.2739987373
155,Seychelles,0.3856050968
156,Sierra Leone,-0.9065745473
157,Singapore,2.0801885128
158,Slovak Republic,0.0573849082
159,Slovenia,0.701149404
160,Solomon Islands,-0.4580288231
161,Somalia,-1.5843046904
162,South Africa,-0.1259609759
163,South Sudan,-1.3623223305
164,Spain,0.8130895495
165,Sri Lanka,-0.2304215729
166,St. Kitts and Nevis,0.9762732387
167,St. Lucia,1.1729724407
168,St. Vincent and the Grenadines,0.9762732387
169,Sudan,-1.4935148954
170,Suriname,-0.3818331957
171,Swaziland,-0.3419100344
172,Sweden,2.2855181694
173,Switzerland,2.1310679913
174,Syrian Arab Republic,-1.2396273613
175,Tajikistan,-1.1917440891
176,Tanzania,-0.814800024
177,Thailand,-0.332495749
178,Timor-Leste,-0.843868196
179,Togo,-1.0455853939
180,Tonga,-0.07688234
181,Trinidad and Tobago,-0.3520008624
182,Tunisia,-0.1435509324
183,Turkey,0.1127846539
184,Turkmenistan,-1.3389509916
185,Tuvalu,-0.3486486077
186,Uganda,-1.0473681688
187,Ukraine,-1.0924309492
188,United Arab Emirates,1.292922616
189,United Kingdom,1.6821621656
190,United States,1.2830476761
191,Uruguay,1.3345047235
192,Uzbekistan,-1.2263585329
193,Vanuatu,0.3720802069
194,Vietnam,-0.5362468958
195,Virgin Islands (U.S.),0.8189220428
196,West Bank and Gaza,-0.5341179967
197,Zambia,-0.3817818463
198,Zimbabwe,-1.3576426506
