,Country,Value
113,Mexico,0.1889535636
114,Moldova,-0.3817903101
115,Monaco,
116,Mongolia,-0.4148641229
117,Montenegro,0.275488466
118,Morocco,-0.1380355954
119,Mozambique,-0.7300586104
120,Myanmar,-1.2790780067
121,Namibia,0.1025268063
122,Nauru,-0.6002313495
123,Nepal,-0.8310108781
124,Netherlands,1.829282403
125,Netherlands Antilles,
126,New Caledonia,
127,New Zealand,1.9284758568
128,Nicaragua,-0.8345993161
129,Niger,-0.7377322912
130,Nigeria,-1.1923809052
131,Niue,
132,Norway,1.8099133968
133,Oman,0.2868230939
134,Pakistan,-0.748696208
135,Palau,-0.6002313495
136,Panama,0.2744452357
137,Papua New Guinea,-0.6307463646
138,Paraguay,-0.924757421
139,Peru,-0.276588738
140,Philippines,0.1927137077
141,Poland,0.8245407343
142,Portugal,1.010043025
143,Puerto Rico,0.3848087788
144,Qatar,0.9923422933
145,Reunion,0.9215814471
146,Romania,-0.0034536067
147,Russian Federation,-0.0785295218
148,Rwanda,0.0246521179
149,Samoa,0.4294495881
150,San Marino,
151,Sao Tome and Principe,-0.8596013784
152,Saudi Arabia,0.2251336277
153,Senegal,-0.3912733197
154,Serbia,0.0908679366
155,Seychelles,0.3911604583
156,Sierra Leone,-1.2220394611
157,Singapore,2.1938889027
158,Slovak Republic,0.8710136414
159,Slovenia,1.008554101
160,Solomon Islands,-1.0702030659
161,Somalia,-2.4796686172
162,South Africa,0.3283885121
163,South Sudan,-2.1253864765
164,Spain,1.1541053057
165,Sri Lanka,0.0888067633
166,St. Kitts and Nevis,-0.0815622956
167,St. Lucia,-0.018691333
168,St. Vincent and the Grenadines,0.1208475232
169,Sudan,-1.6068155766
170,Suriname,-0.1569059938
171,Swaziland,-0.5317171812
172,Sweden,1.7887980938
173,Switzerland,2.1281414032
174,Syrian Arab Republic,-1.441382885
175,Tajikistan,-0.7462776899
176,Tanzania,-0.6424145103
177,Thailand,0.3391942382
178,Timor-Leste,-1.1551386118
179,Togo,-1.2587846518
180,Tonga,-0.0805874616
181,Trinidad and Tobago,0.2870581448
182,Tunisia,-0.1283859611
183,Turkey,0.3807401955
184,Turkmenistan,-0.8635933995
185,Tuvalu,-0.9348525405
186,Uganda,-0.3987494707
187,Ukraine,-0.3795338571
188,United Arab Emirates,1.4772849083
189,United Kingdom,1.6161755323
190,United States,1.4575009346
191,Uruguay,0.4803698063
192,Uzbekistan,-0.6317669153
193,Vanuatu,-0.5461698174
194,Vietnam,-0.0623043925
195,Virgin Islands (U.S.),1.1737924814
196,West Bank and Gaza,-0.527716279
197,Zambia,-0.4685056806
198,Zimbabwe,-1.1759390831
