Country Name,Country Code,Series Name,Series Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Afghanistan,AFG,Exports of goods and services (BoP_ current US$),BX.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1747931294.99513,2237910332.71326,2514540065.93107,3195877090.18539,1988425263.69382,1537631247.5403,1861532101.80461,..
Afghanistan,AFG,Current account balance (BoP_ current US$),BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1022813072.00655,-857658425.14555,-1650256784.75965,-2801337597.59586,-5752909768.62635,-5047060789.8011,-4017732018.1998,..
Afghanistan,AFG,Exports of goods_ services and primary income (BoP_ current US$),BX.GSR.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1887659775.82599,2340244105.7811,2681812403.66868,3339395936.59752,2161337813.57507,1743396749.83111,2106225220.94714,..
Afghanistan,AFG,Imports of goods_ services and primary income (BoP_ current US$),BM.GSR.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3986733075.35867,4481739218.53359,6198157669.3345,7926272544.75844,10359201198.419,9631402496.98806,8775741080.7471,..
Afghanistan,AFG,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,2461666314.78366,4119883741.16169,4576560550.78155,5293545038.97191,6286220881.04141,7100902255.45835,9873622504.18019,10233530169.0551,12540852406.0002,15998801042.3649,18013243281.8382,21571852491.1142,21959373606.0654,20709215548.8396,..
Afghanistan,AFG,GNI (constant 2005 US$),NY.GNP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6286220881.04141,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,257.6325523744,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-7.1961939032,1.1089749231,-4.9333099856,-11.0560750525,0.128561725,-4.6566655342,-4.6297474613,..
Afghanistan,AFG,Total reserves (includes gold_ current US$),FI.RES.TOTL.CD,576118910.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3042274496.11725,4265888672.74832,5162440197.79369,6344642495.25739,7152304411.66686,7288702808.98632,7528550402.40523,..
Albania,ALB,Exports of goods and services (BoP_ current US$),BX.GSR.GNFS.CD,82200000,90300000,189200000,220400000,303700000,372900000,99380000,137130000,389500000,554500000,658200000,667180000,846770660.904754,1249817713.79305,1460772256.90119,1869568360.54437,2464394201.34943,3278258630.19517,3061482905.20847,3324087579.04386,3776518510.1419,3557580632.34506,3676663746.83843,3733345020.35698,..
Albania,ALB,Current account balance (BoP_ current US$),BN.CAB.XOKA.CD,-168000000,-50700000,14900000,-157300000,-11500000,-107300000,-272232500,-65070000,-155400000,-156300000,-217300000,-407520000,-406814698.25907,-357925427.32632,-571475353.65042,-670904254.719471,-1150813004.28052,-2018430634.1243,-1851316059.02822,-1352774949.65628,-1668841777.9126,-1257971074.43729,-1395215547.35882,-1702759964.1875,..
Albania,ALB,Exports of goods_ services and primary income (BoP_ current US$),BX.GSR.TOTL.CD,83000000,92900000,254100000,275500000,375700000,456600000,160780000,223200000,475000000,670400000,820700000,815450000,1041539222.0855,1453552162.90299,1687443389.37209,2201687890.04002,2846824201.34943,3751179518.69668,3438858764.21214,3704043233.36841,4078342369.45484,3799688872.11813,3859482613.11171,3900409799.85911,..
Albania,ALB,Imports of goods_ services and primary income (BoP_ current US$),BM.GSR.TOTL.CD,340300000,667300000,794400000,774800000,864600000,1123300000,697612500,792180000,956400000,1359600000,1608600000,1848090000,2290296334.14308,2921069546.113,3552961514.68275,4142215603.409,5429247205.62995,7148986640.52841,6598044936.5914,6279610498.60341,7009981222.77871,6188859970.82239,6158120983.13884,6562265880.32414,..
Albania,ALB,GNI (current US$),NY.GNP.MKTP.CD,1117466645.83333,680665058.474661,1216071331.782,1990673623.72693,2468099010.22142,3385901343.27297,2409652552.78622,2783856670.51764,3490535505.8988,3738821727.57658,4187602812.08739,4543882599.82143,5903344118.89894,7487220642.7387,8321693691.97633,9254605255.56266,10998084222.3252,12946374054.6707,11852739392.256,11807799816.0469,12855266108.5254,12228020292.6378,12809037341.8666,13053567893.6136,..
Albania,ALB,GNI (constant 2005 US$),NY.GNP.MKTP.KD,..,..,..,..,..,5324127097.01292,4744098558.20586,5208306776.67779,5877925580.50015,6315052516.36878,6830547117.50164,7072384068.48791,7501140872.1814,7901132344.79784,8321693691.97633,8851191248.23833,9361552614.79184,9842266792.43845,9964054754.7767,10397101358.7606,10737015138.6445,10841457805.4901,11061529562.2657,11152529066.3804,..
Albania,ALB,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,..,..,..,..,..,1680.5781685396,1506.8853632207,1664.7776357196,1890.7511506129,2044.3500546835,2232.0787476727,2318.0468331759,2467.7922711887,2610.2714143886,2763.3171559354,2957.7451075082,3152.0198755737,3339.402178539,3403.5832917828,3569.1817390814,3696.3264476637,3737.8034550347,3817.7881435296,3853.0403843116,..
Albania,ALB,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,-7.2320695726,-2.1492612949,10.6661914375,7.7569980258,20.0910036657,18.9373066491,9.1737054794,18.1646495431,17.9574452637,28.3272659598,33.9087716113,29.0023864419,32.2383941062,31.5887734146,29.6068557292,31.5063527487,27.346757921,20.0434296063,19.9868604733,19.1689738655,18.248368858,18.2665075137,17.5762116243,11.9618507706,..
Albania,ALB,Total reserves (includes gold_ current US$),FI.RES.TOTL.CD,..,..,166509702.59128,223594867.83155,265298058.49825,323376841.33264,342425752.61332,417921703.20247,523112146.580225,646305810.371388,770581241.845967,866478029.243221,1038294217.57936,1387913041.72878,1439592189.83867,1812802542.32178,2161936591.7955,2363791900.1327,2368942415.05249,2540673566.73796,2471402947.64316,2599863603.96571,2773278168.00598,2665216202.71336,..
Algeria,DZA,Exports of goods and services (BoP_ current US$),BX.GSR.GNFS.CD,12723141362.6736,..,..,..,..,..,..,..,..,..,..,..,..,..,48840999999.9978,57304000000.0025,63329352193.4836,81544414106.1091,48109316609.1718,60587549981.9657,76387318691.5763,75307079601.589,68442514300.2143,63211910511.7107,..
Algeria,DZA,Current account balance (BoP_ current US$),BN.CAB.XOKA.CD,2366713356.74604,..,..,..,..,..,..,..,..,..,..,..,..,..,21179999999.9992,28923000000.0014,30353590751.3885,33954307486.7352,431665235.507938,12220267766.8135,17673868498.2952,12211625792.7642,1039211935.66911,-9681571274.65305,..
Algeria,DZA,Exports of goods_ services and primary income (BoP_ current US$),BX.GSR.TOTL.CD,12793406548.7911,..,..,..,..,..,..,..,..,..,..,..,..,..,50267999999.9977,59721000000.0026,67127572447.3702,86654862453.6664,52860813856.1447,65167977689.5739,80830581599.2331,79213741933.0385,71987843413.8939,66385463046.4018,..
Algeria,DZA,Imports of goods_ services and primary income (BoP_ current US$),BM.GSR.TOTL.CD,10642793826.0828,..,..,..,..,..,..,..,..,..,..,..,..,..,31154999999.9986,32409000000.0014,38979113322.535,55409169952.9459,55083275740.9218,55612257752.0884,65944215437.3274,70161045465.247,73739808987.6537,79349328026.6721,..
Algeria,DZA,GNI (current US$),NY.GNP.MKTP.CD,43495370118.5514,45843296368.3825,48196457327.0508,40807743155.823,39574053091.4966,44381497751.5571,45957863011.4198,46187747554.4357,46350610157.1184,52080060486.3141,53149297416.3051,54568214904.2444,65409180179.5982,81810770532.9763,98611104818.3383,112604894103.785,133194627405.026,169706186476.895,135997052888.335,160996386416.799,198125313451.58,206732627424.68,205787993710.343,208830646942.752,..
Algeria,DZA,GNI (constant 2005 US$),NY.GNP.MKTP.KD,63273840056.1575,64716196156.4947,63924091893.2501,63061869534.5255,64899746534.2161,67356202306.3951,68521205198.0243,72451919701.0942,74433353501.0035,75447686426.1987,80379743482.7162,84280038144.8739,90415199017.9799,93832999810.535,98611104818.3383,100698469971.927,106895437918.864,109670582672.753,111434581678.62,116148950302.526,118486264620.47,122170375665.146,124698558764.01,129086560048.186,..
Algeria,DZA,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,2382.811629786,2380.9419907624,2300.5882389254,2223.462244644,2245.3318895187,2290.105093612,2292.6209184203,2388.2455842886,2419.2946912055,2419.4623487148,2544.4422051665,2634.5426250978,2791.0330975692,2859.2606416458,2964.1529327768,2983.7177786748,3119.9442063291,3150.4523511552,3147.7103750579,3223.1223727958,3227.0021694633,3263.1475814292,3265.5454332838,3315.4942382779,..
Algeria,DZA,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,34.6590543688,..,..,..,..,..,..,..,..,..,..,..,..,..,54.7811805144,56.806147148,57.7433621642,57.8756957946,47.7676421143,50.0402421865,49.0681016241,48.4720245865,46.5258968317,44.4730666859,..
Algeria,DZA,Total reserves (includes gold_ current US$),FI.RES.TOTL.CD,3459969139.47199,3317517173.5496,3655668345.40213,4813488070.73274,4164319968.1148,6296459592.25517,9666874794.39499,8452272530.98147,6146079025.2594,13556106991.9494,19625060632.8703,25151012399.4561,35454600240.0071,45691652704.2631,59167069245.3421,81462730309.4563,114972269871.77,148098646115.269,155111906161.913,170461126574.81,191369117585.621,200586904405.681,201436605683.672,186350597819.058,..
American Samoa,ASM,Exports of goods and services (BoP_ current US$),BX.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Current account balance (BoP_ current US$),BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Exports of goods_ services and primary income (BoP_ current US$),BX.GSR.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Imports of goods_ services and primary income (BoP_ current US$),BM.GSR.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GNI (constant 2005 US$),NY.GNP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Total reserves (includes gold_ current US$),FI.RES.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Exports of goods and services (BoP_ current US$),BX.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Current account balance (BoP_ current US$),BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Exports of goods_ services and primary income (BoP_ current US$),BX.GSR.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Imports of goods_ services and primary income (BoP_ current US$),BM.GSR.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,GNI (current US$),NY.GNP.MKTP.CD,1106891024.78653,1209992649.56688,1007090915.05999,1017544675.49713,1178745314.32635,1224023415.65326,1180646068.29262,1211953953.56347,1239840269.71814,1401694155.6973,1484004617.40835,1717563532.6986,2373836214.46563,2916913449.18143,3248134606.77511,3536451645.56431,4010785102.05129,4001349339.57053,3649863492.52426,3346317328.52461,3427235708.64326,3146177740.6367,3249100674.84008,..,..
Andorra,ADO,GNI (constant 2005 US$),NY.GNP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3248134606.77511,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39990.3304085679,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Total reserves (includes gold_ current US$),FI.RES.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Exports of goods and services (BoP_ current US$),BX.GSR.GNFS.CD,3620600000,3975659000,3006300000,3166800000,3835758000,5362659000,5145300000,3664700000,5309510000,8187990000,6736820000,8534680110,9709260555.5,13797769756,24286236864.59,33346469287.82,44706905586.82,64243391219.74,41451146946.8,51451730498.67,68042543017.4919,71873279931.5015,69562221910.0982,60851231669.6019,..
Angola,AGO,Current account balance (BoP_ current US$),BN.CAB.XOKA.CD,-579600000,-734776000,-668500000,-339800000,-295047000,3266378000,-883540000,-1867130000,-1710410000,795650000,-1430930000,-150093385.26,-719558880.5,681237662.030001,5137882651.4822,10689818935.61,10581250704.88,7194246953.019,-7571651745.69,7505954235.08,13084636207.4109,13853270076.769,8348366820.22581,-3722412047.20462,..
Angola,AGO,Exports of goods_ services and primary income (BoP_ current US$),BX.GSR.TOTL.CD,3635600000,3991351000,3017600000,3179800000,3851690000,5405999000,5257430000,3699170000,5333650000,8222360000,6759790000,8552372416.6,9721520615.5,13830779466,24311987562.29,33491517668.21,45329462968.22,64665690436.56,41582480380.92,51585764935.92,68252355245.6919,72133100315.0915,70380501721.5401,61496795044.6522,..
Angola,AGO,Imports of goods_ services and primary income (BoP_ current US$),BM.GSR.TOTL.CD,4243400000,4828396000,3851900000,3764700000,4302257000,5980445000,6235550000,5717790000,7099810000,7454210000,8281270000,8734464801.86,10539996160,13156086146.21,19200860208.5178,22611733343.4,34526294540.22,57261377694.671,48783824988,43642118667.18,53805471322.3596,56517678256.2003,59908732069.5838,63009920892.8238,..
Angola,AGO,GNI (current US$),NY.GNP.MKTP.CD,10603784541.197,3498025673.08989,3237547175.39543,1484500000,3702518518.51852,5882671171.17117,6391676419.21397,5230548370.6721,4716268498.94292,7448787580.29979,7375066434.24805,13650938694.898,16086223855.1957,21063483523.5201,32940030022.1923,46203139386.558,57667424737.436,74821063519.6433,66334752138.6397,75282613582.6182,101193302651.941,115070087744.641,128456750361.16,..,..
Angola,AGO,GNI (constant 2005 US$),NY.GNP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32940030022.1923,..,..,..,..,..,..,..,..,..,..
Angola,AGO,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1838.8955885746,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,0.2659427857,-59.5763793763,-42.1515663747,-37.851128326,..,98.9559293481,11.5622754184,3.378007567,0.0724589672,26.284743929,-3.1040356538,32.3345559004,28.8519075515,37.4981409916,46.2278138143,49.2649341829,46.96743439,45.7464867229,34.4596177515,41.905756146,43.5455154233,43.948819128,31.7686583931,..,..
Angola,AGO,Total reserves (includes gold_ current US$),FI.RES.TOTL.CD,..,..,..,..,212833269.430944,551619184.387003,396431041.611612,203453700.21292,496103867.448837,1198212373.31321,731866869.439224,375545949.855672,634199422.300226,1374045539.37463,3196850749.9917,8598584121.66624,11196800894.3317,17869411576.5542,13664098011.0068,19749472846.5552,28786209252.5627,33414773293.0924,32780375986.0401,28130311504.4249,..
Antigua and Barbuda,ATG,Exports of goods and services (BoP_ current US$),BX.GSR.GNFS.CD,369862962.962963,407370370.37037,439166666.666667,436459259.259259,401607407.407407,402522222.222222,443288888.888889,465900000,472832108.518518,466861909.629629,445334074.074074,427865302.222222,462637943.703704,533973111.111111,545269385.185185,548169825.555555,581289324.074074,625368677.407407,561623502.222222,523833886.666667,537755738.888889,541549686.666667,529183396.296296,..,..
Antigua and Barbuda,ATG,Current account balance (BoP_ current US$),BN.CAB.XOKA.CD,-30922222.2222222,-9870370.37037037,15055555.5555556,-6344444.44444444,-518518.518518518,-59440740.7407407,-47374074.0740741,-46770370.3703704,-60425901.1111111,-66773349.6296296,-56894814.8148148,-82406382.9629629,-97559289.2592592,-95101379.2592592,-171492877.037037,-291763385.555555,-385514557.407407,-359171367.407407,-169024819.259259,-167107016.296296,-117692907.777778,-166821254.074074,-204399948.888889,..,..
Antigua and Barbuda,ATG,Exports of goods_ services and primary income (BoP_ current US$),BX.GSR.TOTL.CD,372522222.222222,411070370.37037,442277777.777778,440714814.814815,406814814.814814,408314814.814815,446996296.296296,478785185.185185,484526552.962962,482383391.111111,464016296.296296,435953768.148148,471248371.111111,545510517.037037,563228077.777778,574877212.962962,607078164.074074,641475825.555555,574729269.629629,534969908.148149,547981720.740741,552059917.037037,539821382.962963,..,..
Antigua and Barbuda,ATG,Imports of goods_ services and primary income (BoP_ current US$),BM.GSR.TOTL.CD,404748148.148148,419822222.222222,424548148.148148,452740740.740741,470992592.592593,499377777.777778,504151851.851852,523844444.444444,564462062.962963,558501925.925925,530043333.333333,523974814.814814,582057875.925925,648961137.037037,742719443.703704,891863890.37037,1010828402.59259,1029399105.55556,770403173.703704,721555325.185185,691340992.222222,749227458.888889,774668917.407408,..,..
Antigua and Barbuda,ATG,GNI (current US$),NY.GNP.MKTP.CD,378088888.888889,394062962.962963,433637037.037037,473588888.888889,467485185.185185,497977777.777778,557696296.296296,599000000,628407407.407407,739318962.962963,748977000,761082592.592592,801300074.074074,853270814.814815,955333851.851852,1088400296.2963,1236586925.92593,1286265777.77778,1155590074.07407,1104049629.62963,1090447370.37037,1153623222.22222,1169673925.92593,1181646196.2963,..
Antigua and Barbuda,ATG,GNI (constant 2005 US$),NY.GNP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,955333851.851852,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11570.6879652619,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,31.9834645978,32.6137015141,33.2561708888,31.4399893641,32.9335055181,11.1949142458,32.322118769,36.7501391208,37.1713292863,23.3676218133,14.308079183,12.8552209499,12.6135103038,14.1947747734,10.8606252598,11.6788147934,8.4656144195,11.9385862769,25.4371577426,14.1184300625,10.8696524454,7.7890402114,9.30823421,..,..
Antigua and Barbuda,ATG,Total reserves (includes gold_ current US$),FI.RES.TOTL.CD,32540000,50520000,37806867.8,45808258.37145,59438706.37193,47738676.65064,50698392.335,59367608.21669,69730255.82098,63558884.54329,79718831.04171,87648341.4396741,113767366.728479,120139161.946633,127320746.2307,142632588.72837,143848808.533815,138022502.563432,127860392.855884,136600153.666677,147868735.633422,162045102.053393,202580587.01907,297046138.248293,..
Arab World,ARB,Exports of goods and services (BoP_ current US$),BX.GSR.GNFS.CD,167724963576.671,186480548562.219,174592287103.317,180325057918.491,203827897020.839,231075991650.482,233883543704.49,175837809191.879,215486273182.511,295461825533.566,269251883216.769,278755424604.359,353943435646.563,464938170689.975,650925801668.655,777707888363.813,895224623846.895,1184703367416.9,798984662858.586,986259443862.646,1248733865613.02,1383921937413.01,1337279883644.94,1257051484076.09,..
Arab World,ARB,Current account balance (BoP_ current US$),BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Exports of goods_ services and primary income (BoP_ current US$),BX.GSR.TOTL.CD,204836541078.452,219626342741.672,202246775231.163,205075999893.895,236326066655.3,264133703332.002,272020312399.736,214510929749.753,252280336556.162,331676164225.3,298007981774.79,300159317925.125,372603630546.424,491473949740.462,689578133829.233,840351762347.033,983044003890.739,1275350915065.62,863645837085.061,1046205257051.87,1315818503334.54,1457250187951.67,1415803991525.28,1339431323420.03,..
Arab World,ARB,Imports of goods_ services and primary income (BoP_ current US$),BM.GSR.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,504706244424.223,592025337104.546,730910655595.409,920677085940.956,825501512452.791,896755250333.496,980649111289.342,1090910978972.64,1146749096754.29,1216454351769.73,..
Arab World,ARB,GNI (current US$),NY.GNP.MKTP.CD,446129152219.478,477591347649.805,482606345721.815,491284200767.059,536107831439.147,590409640780.855,625506901337.938,608971151923.609,647633123519.46,724680553118.229,714074904912.45,723619014975.563,810120006354.454,953210888035.93,1177748004578.92,1407360888932.76,1652268763477.07,2084628789414.42,1789054317839.26,2075191302288.37,2463863538492.68,2742984114520.28,2816977910927.45,..,..
Arab World,ARB,GNI (constant 2005 US$),NY.GNP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1177748004578.92,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3756.6649483815,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,9.3206584302,20.7014434645,19.5548809647,19.2060598881,20.7320916614,22.5219336521,22.549536389,18.473215855,22.4359184575,27.0424836233,24.9739315276,24.2685334519,28.3613791763,33.1549049514,39.2936891531,42.0854982247,41.8317909717,44.9210430666,29.3052399628,34.0129377306,40.3702660534,38.6372509857,37.3911662864,..,..
Arab World,ARB,Total reserves (includes gold_ current US$),FI.RES.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Exports of goods and services (BoP_ current US$),BX.GSR.GNFS.CD,14386000000,15366200000,16286160000,19355700000,24956432000,28424754642.4929,31003771471.3552,31255969562.6126,27997318724.6817,31236920314.834,31116753076.8311,29054500000,34336010000,39757250000,46892210000,54431220000,66169300000,81988560000,66468193896.3981,81617412924.4537,99451755755.9162,95280966343.6963,96337657013.7694,85835036311.6429,..
Argentina,ARG,Current account balance (BoP_ current US$),BN.CAB.XOKA.CD,-647000000,-5547754558.62269,-8205889940.16498,-10979452970.0946,-5117957254.29083,-6769978160.48527,-12138068595.3394,-14481998042.2511,-11942825328.0158,-8980617892.62762,-3780423241.1936,8766610000,8139930000,3211790000,5273750000,7767040000,7354350000,6755860000,8337560771.9848,1359622272.29021,-2270981823.11499,-1169650772.89061,-4568153368.87199,-5876823918.05029,..
Argentina,ARG,Exports of goods_ services and primary income (BoP_ current US$),BX.GSR.TOTL.CD,16132000000,17740679690.7487,18821539432.6,22835777307,29324812447.025,32868611331.0929,36490952850.2885,37389629537.7319,34072430573.5184,38657070742.8604,36474696527.7566,32093670000,37439900000,43478020000,51204020000,60116470000,72793890000,87608970000,69991401569.9487,84380153521.9854,102701129679.158,97632269396.6331,99015639503.3023,88465805836.8054,..
Argentina,ARG,Imports of goods_ services and primary income (BoP_ current US$),BM.GSR.TOTL.CD,17572000000,24077634249.3714,27579629372.765,34312430277.0946,35039569701.3158,40120789491.5782,49143879017.4701,52335695781.9799,46468565966.3738,48036724583.4385,40679614586.4016,23867070000,29804090000,40827220000,46414160000,52808900000,65792970000,81022800000,61706275541.2894,82615363468.3859,104424809815.51,98284030123.3676,102691708910.81,94173412046.1955,..
Argentina,ARG,GNI (current US$),NY.GNP.MKTP.CD,183857364656.529,224530580052.493,233669800500.5,253743500000,253362750000,266648000000,286641250000,291542000000,276059000000,276656000000,260970000000,90670843863.1687,119752402717.517,172664779408.27,213575487110.09,256567208939.709,323419894537.761,396305688901.469,367753207748.546,450383657013.205,545517384778.727,591732794422.955,603592719238.123,526137345894.987,..
Argentina,ARG,GNI (constant 2005 US$),NY.GNP.MKTP.KD,140116121146.51,158712761686.343,169047092013.069,178650764390.26,172952272471.926,182074908417.979,196606723763.447,203450969297.634,196312129009.202,194686065045.364,185751137686.518,157740965322.103,173835469158.973,191929354354.565,213575487110.09,233762457175.316,253708547662.607,261255106671.849,260053815420.118,284301981416.832,308708225747.761,311613046751.39,321796416066.493,321999824225.602,..
Argentina,ARG,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,4221.1381224788,4715.8537817302,4955.8068694578,5169.5750639129,4942.2252309449,5140.5007892922,5486.6025504977,5613.7447794805,5356.6863061597,5253.6277937225,4957.1264610996,4163.1903990276,4537.6625275855,4955.7296735406,5455.9409437498,5909.2478193906,6347.4897015038,6469.6154825917,6374.0803381201,6896.7043520577,7410.9629238891,7402.5748562685,7564.8623900589,7491.848055783,..
Argentina,ARG,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,13.9942947223,13.9105163427,15.7925767059,15.8493518061,16.2430349371,15.9100949566,15.53818844,15.4772959649,14.1863913384,13.3830590871,13.1453787092,21.887680167,21.9579901164,20.5523942678,21.7420862553,24.0906749114,24.6514638064,22.8241245069,18.5903397521,19.571872018,19.4076054985,16.9495421225,16.8709588791,18.0494880449,..
Argentina,ARG,Total reserves (includes gold_ current US$),FI.RES.TOTL.CD,7462543502.7,11447029750,15499431748.27,16003266605.6748,15979455558.719,19719018706.8724,22424599986.0678,24855742286.5787,26350163270.6231,25152118464.5724,14555552761.4091,10492424597.7952,14157283992.3072,19659593360.5687,28081732025.929,32022296510.0172,46149457445.3885,46385380342.3902,48006987572.796,52207540131.5731,46265809101.0066,43223271090.5489,30533921358.1328,31410823483.4143,23416509698.2036
Armenia,ARM,Exports of goods and services (BoP_ current US$),BX.GSR.GNFS.CD,..,..,173470000,229020000,303619740,369749357.821878,335112773.808225,359079981.191089,385802706.632423,454174297.214579,561984358.295613,747565570.880556,981741374.925292,1117371715.11988,1458848046.08668,1646706743.23362,1968449652.25257,1943627882.74355,1559300543.60909,2210672987.38497,2742184248.37331,2917895325.0905,3155886816.25549,3318898749.48016,..
Armenia,ARM,Current account balance (BoP_ current US$),BN.CAB.XOKA.CD,..,..,-67730000,-103780000,-220677007,-322209052.982993,-335738764.986447,-416148343.902794,-312542932.852967,-301667882.53552,-221164164.287385,-147810525.588102,-173510013.114181,-78841446.2541776,-123899753.898011,-152931434.45237,-677270882.378012,-1658884233.70808,-1425500969.24232,-1261431041.91394,-1058867122.70942,-1057850953.10526,-844675077.262989,-849083842.504352,..
Armenia,ARM,Exports of goods_ services and primary income (BoP_ current US$),BX.GSR.TOTL.CD,..,..,..,..,357751040,447789357.821878,474062773.808225,462193581.191089,479368786.632423,557854584.68917,665720600.884556,884142112.150196,1147694288.01234,1511732725.63407,1943703724.84209,2302670548.11901,2924909839.69891,3076880999.9632,2435101657.5018,3259762075.98752,3807730742.6196,4033115565.48272,4415035773.84844,4531800182.28422,..
