,Country,Value
71,Guatemala,-0.7118231058
72,Guinea,-1.2257957458
73,Guinea-Bissau,-1.4955223799
74,Guyana,-0.1631553173
75,Haiti,-1.5296435356
76,Honduras,-0.7431747317
77,Hungary,0.6442934871
78,Iceland,1.4828482866
79,India,-0.1895711869
80,Indonesia,-0.2376534939
81,Iraq,-1.0779402256
82,Ireland,1.4645268917
83,Israel,1.217171669
84,Italy,0.4515801072
85,Jamaica,-0.015850706
86,Japan,1.5946507454
87,Jordan,-0.1118274033
88,Kazakhstan,-0.5365944505
89,Kenya,-0.470187664
90,Kiribati,-0.8491412997
91,Kosovo,-0.4134276509
92,Kuwait,-0.0729156062
93,Kyrgyz Republic,-0.6926415563
94,Lao PDR,-0.7580131292
95,Latvia,0.8818932772
96,Lebanon,-0.3909519315
97,Lesotho,-0.435246855
98,Liberia,-1.3728556633
99,Libya,-1.4803038836
100,Liechtenstein,1.7324563265
101,Lithuania,0.8242940903
102,Luxembourg,1.6152067184
103,Madagascar,-1.1485093832
104,Malawi,-0.5328521132
105,Malaysia,1.1002206802
106,Maldives,-0.2801703811
107,Mali,-0.88294065
108,Malta,1.2480065823
109,Marshall Islands,-1.5798858404
110,Martinique,0.7427359819
111,Mauritania,-0.9784793854
112,Mauritius,0.8669627905
113,Mexico,0.3074956536
114,Moldova,-0.3984502256
115,Monaco,
116,Mongolia,-0.5406333804
117,Montenegro,0.1572114229
118,Morocco,-0.037890017
119,Mozambique,-0.6150140762
120,Myanmar,-1.5088841915
121,Namibia,0.1999230087
122,Nauru,-0.5876331925
123,Nepal,-0.9267947078
124,Netherlands,1.7669069767
125,Netherlands Antilles,0.7427359819
126,New Caledonia,
127,New Zealand,1.7455177307
128,Nicaragua,-0.8159791827
129,Niger,-0.7209567428
130,Nigeria,-1.0037900209
131,Niue,
132,Norway,1.8641610146
133,Oman,0.2117127627
134,Pakistan,-0.7997890115
135,Palau,-0.5876331925
136,Panama,0.3214196563
137,Papua New Guinea,-0.712033391
138,Paraguay,-0.8800992966
139,Peru,-0.1421190053
140,Philippines,0.0595057383
141,Poland,0.7081494331
142,Portugal,1.2272626162
143,Puerto Rico,0.363637507
144,Qatar,1.0706269741
145,Reunion,1.0041121244
146,Romania,-0.0727874488
147,Russian Federation,-0.3608823121
148,Rwanda,0.0397659503
149,Samoa,0.1359230131
150,San Marino,
151,Sao Tome and Principe,-0.7444108725
152,Saudi Arabia,0.0607496649
153,Senegal,-0.4200233817
154,Serbia,-0.1019770578
155,Seychelles,0.3354879022
156,Sierra Leone,-1.2070735693
157,Singapore,2.0736274719
158,Slovak Republic,0.7769879103
159,Slovenia,1.0005221367
160,Solomon Islands,-0.8545190692
161,Somalia,-2.2695240974
162,South Africa,0.3822423518
163,South Sudan,-1.6796915531
164,Spain,1.1460853815
165,Sri Lanka,-0.232204929
166,St. Kitts and Nevis,0.9002514482
167,St. Lucia,0.9649338722
168,St. Vincent and the Grenadines,0.9002514482
169,Sudan,-1.5111445189
170,Suriname,0.0052058874
171,Swaziland,-0.4516633749
172,Sweden,1.8899501562
173,Switzerland,1.8056415319
174,Syrian Arab Republic,-1.339319706
175,Tajikistan,-1.0753949881
176,Tanzania,-0.7452385426
177,Thailand,0.212802425
178,Timor-Leste,-1.2579863071
179,Togo,-1.3150405884
180,Tonga,-0.2006495744
181,Trinidad and Tobago,0.3489795327
182,Tunisia,-0.0681731403
183,Turkey,0.367446214
184,Turkmenistan,-1.3190922737
185,Tuvalu,-0.6533594131
186,Uganda,-0.5737822652
187,Ukraine,-0.6496136189
188,United Arab Emirates,1.167206049
189,United Kingdom,1.4707654715
190,United States,1.5012662411
191,Uruguay,0.4053297043
192,Uzbekistan,-0.9354893565
193,Vanuatu,-0.213374421
194,Vietnam,-0.2990005314
195,Virgin Islands (U.S.),1.2654883862
196,West Bank and Gaza,-0.774712503
197,Zambia,-0.5166972876
198,Zimbabwe,-1.1844098568
