,Country,Value
99,Libya,-1.0270568132
100,Liechtenstein,1.2747476101
101,Lithuania,0.0746426284
102,Luxembourg,1.9039384127
103,Madagascar,-0.1196084321
104,Malawi,-0.5402567983
105,Malaysia,0.2548419833
106,Maldives,-0.5310826302
107,Mali,-0.4052840769
108,Malta,1.0458954573
109,Marshall Islands,-0.5287701488
110,Martinique,0.8003344536
111,Mauritania,-0.6757166386
112,Mauritius,0.3905392587
113,Mexico,-0.2426963747
114,Moldova,-0.575938344
115,Monaco,
116,Mongolia,-0.5793063045
117,Montenegro,-0.3756141961
118,Morocco,-0.4036394954
119,Mozambique,-0.596308887
120,Myanmar,-1.7291390896
121,Namibia,0.167765677
122,Nauru,
123,Nepal,-0.6271443367
124,Netherlands,2.0778214931
125,Netherlands Antilles,1.2747476101
126,New Caledonia,
127,New Zealand,2.3600592613
128,Nicaragua,-0.6781231761
129,Niger,-0.8545063734
130,Nigeria,-1.0740830898
131,Niue,
132,Norway,2.1305513382
133,Oman,0.1859082431
134,Pakistan,-0.7631674409
135,Palau,
136,Panama,-0.373038888
137,Papua New Guinea,-1.2632397413
138,Paraguay,-1.1931220293
139,Peru,-0.2168283612
140,Philippines,-0.8086702228
141,Poland,0.1744017899
142,Portugal,0.9659745693
143,Puerto Rico,0.5385931134
144,Qatar,1.0901780128
145,Reunion,0.8003344536
146,Romania,-0.1512298733
147,Russian Federation,-0.8486530781
148,Rwanda,-0.1721379459
149,Samoa,0.2345788926
150,San Marino,
151,Sao Tome and Principe,-0.5387957692
152,Saudi Arabia,-0.2455309182
153,Senegal,-0.4346964061
154,Serbia,-0.2811427712
155,Seychelles,0.0928801224
156,Sierra Leone,-1.05024755
157,Singapore,2.1939866543
158,Slovak Republic,0.3951043189
159,Slovenia,1.0217655897
160,Solomon Islands,-0.2958091795
161,Somalia,-1.8434903622
162,South Africa,0.4323345721
163,South Sudan,
164,Spain,1.1176390648
165,Sri Lanka,-0.1764902622
166,St. Kitts and Nevis,0.9493743181
167,St. Lucia,1.1294503212
168,St. Vincent and the Grenadines,0.9493743181
169,Sudan,-1.169219017
170,Suriname,-0.2356940806
171,Swaziland,-0.2901780307
172,Sweden,2.2014262676
173,Switzerland,2.1244213581
174,Syrian Arab Republic,-0.9876967669
175,Tajikistan,-0.9172626138
176,Tanzania,-0.2225499302
177,Thailand,-0.344891578
178,Timor-Leste,-0.8563538194
179,Togo,-1.0695732832
180,Tonga,-1.303842783
181,Trinidad and Tobago,-0.3086177707
182,Tunisia,-0.0746427923
183,Turkey,-6.04814886173699e-05
184,Turkmenistan,-1.4952266216
185,Tuvalu,-0.0767516792
186,Uganda,-0.7539448738
187,Ukraine,-0.679246366
188,United Arab Emirates,0.9468853474
189,United Kingdom,1.7867430449
190,United States,1.3150142431
191,Uruguay,0.9981206059
192,Uzbekistan,-0.8907037973
193,Vanuatu,0.1818364263
194,Vietnam,-0.7439527512
195,Virgin Islands (U.S.),0.8003344536
196,West Bank and Gaza,-1.1037852764
197,Zambia,-0.728720665
198,Zimbabwe,-1.3299320936
