,Country,Value
0,Albania,-0.7405650166955411
1,Algeria,-3.1905547976287494
2,American Samoa,-2.000961334558042
3,Andorra,-1.9560970490819614
4,Antigua and Barbuda,0.5348736554145717
5,Argentina,-1.998049636645419
6,Armenia,-0.8914875896786612
7,Aruba,-1.2184532618363164
8,Azerbaijan,-2.401294965824434
9,Bahrain,-0.5283770907133203
10,Bangladesh,-2.787346375796403
11,Barbados,-0.7532155650241066
12,Belarus,-3.0018318508273296
13,Belize,-0.6337489488603865
14,Bermuda,-3.3984300258042026
15,Bhutan,-1.2658296206719797
16,Bolivia,-2.85441147479105
17,Bosnia and Herzegovina,-1.2682063429489858
18,Botswana,-2.0602549311731764
19,Brazil,-1.8087576927367763
20,Brunei Darussalam,-1.1674631515027158
21,Bulgaria,-1.6153614129048606
22,Cabo Verde,-2.635131401263152
23,Cayman Islands,-0.6281267529666934
24,Chile,-1.073018259516175
25,Colombia,-1.3839436884720726
26,Costa Rica,-1.846139773715663
27,Croatia,-1.277589444176897
28,Cuba,-3.1407920015660125
29,Cyprus,-0.04708908721636362
30,Czech Republic,-1.0030398516958599
31,Djibouti,-2.0192377570321582
32,Dominica,-0.8916348262577003
33,Dominican Republic,-1.9694220877098587
34,Ecuador,-3.5302069633236215
35,El Salvador,-1.769039989152759
36,Estonia,-1.1264794105468354
37,Fiji,-2.288976195890882
38,Georgia,-2.358794960773082
39,Greece,-0.5042378639272442
40,Greenland,-1.558027400017295
41,Grenada,-2.0565065954957618
42,Guam,-2.3418999550920034
43,Guyana,-1.8336003981411295
44,Honduras,-1.9665827833612752
45,Hungary,-0.33599324217641424
46,Iceland,-1.3950657488824163
47,India,-2.284247457941376
48,Indonesia,-2.977425139691036
49,Israel,-1.2671081044065318
50,Jamaica,-1.387382069502678
51,Jordan,-1.9333549026494552
52,Kazakhstan,-2.5706479591516427
53,Kosovo,-1.7712563210274084
54,Kuwait,0.11184924288608045
55,Kyrgyz Republic,-2.0709529066632513
56,Latvia,-1.344888684901889
57,Lebanon,-0.11410956072484169
58,Libya,-1.7835134070192566
59,Liechtenstein,-1.6416786562363654
60,Lithuania,-1.2125927775259129
61,Malaysia,-1.0081255446746127
62,Maldives,-1.427601984630428
63,Malta,-0.6335248140148337
64,Marshall Islands,-1.3175497970382821
65,Mauritius,-1.5841555383897798
66,Mexico,-3.3079985304537445
67,Moldova,-2.0780890965886556
68,Mongolia,-1.8951394983463388
69,Montenegro,-0.6299398999034338
70,Morocco,-1.9696773965004013
71,Nepal,-3.4747977887676598
72,New Caledonia,-1.9468443959967772
73,Nicaragua,-2.3067878016642567
74,Oman,-0.17936366318747332
75,Palau,-0.08123546463514231
76,Panama,-0.7111031959816501
77,Paraguay,-1.9852648886011366
78,Peru,-2.162851102562115
79,Philippines,-2.5073306465262704
80,Poland,-1.3954556458322145
81,Portugal,-0.9243613311294894
82,Puerto Rico,-1.3318260248328215
83,Romania,-0.8190849929839601
84,Russian Federation,-0.550017170640615
85,Samoa,-1.975006336509182
86,San Marino,-0.9007890885139886
87,Sao Tome and Principe,-2.689936609940901
88,Saudi Arabia,1.2700260754562578
89,Serbia,-1.9864900573588784
90,Seychelles,-2.599307417912371
91,Slovak Republic,-0.5089820607563524
92,Slovenia,-1.3717244840703415
93,South Africa,-1.9850899005742235
94,Sri Lanka,-1.0907771610509371
95,St. Kitts and Nevis,-2.450666208823634
96,St. Lucia,-1.9031314045350314
97,St. Vincent and the Grenadines,-1.9209139062186296
98,Suriname,-1.407150978859704
99,Syrian Arab Republic,-0.9860565050668129
100,Thailand,-1.974551391707621
101,Tonga,-1.5469915354104842
102,Trinidad and Tobago,-1.2743020375549463
103,Tunisia,-2.035543104874421
104,Turkey,-2.206178515254919
105,Turkmenistan,-1.5001401031403248
106,Tuvalu,-1.7132160287282545
107,Ukraine,-1.1711365696798453
108,United Arab Emirates,-0.338859235167547
109,Uruguay,-0.6462580894497592
110,Uzbekistan,-2.1313015262872455
111,Vietnam,-1.971651204218574
112,Virgin Islands (U.S.),-1.6989832761183266
113,West Bank and Gaza,-1.8485580401301718
