,Country,Value
0,Afghanistan,3.9115064688994607
1,Albania,0.8608920268325164
2,Algeria,-1.0870810286760388
3,American Samoa,1.2840240847745008
4,Andorra,2.6486702434613107
5,Angola,1.4119555038032559
6,Antigua and Barbuda,2.2171085123663943
7,Argentina,1.430665381718427
8,Armenia,1.277226404476096
9,Aruba,1.2567437840607454
10,Australia,2.3489810138325993
11,Austria,2.8913581057095143
12,Azerbaijan,-1.1344468269253412
13,Bahrain,0.5013225104485173
14,Bangladesh,0.8963994479381654
15,Barbados,1.886383835300876
16,Belarus,0.03285766261797107
17,Belgium,1.652395790008086
18,Belize,1.569315623224611
19,Benin,2.1658679734264297
20,Bermuda,-1.333657523011425
21,Bhutan,0.6073893835146009
22,Bolivia,1.3867677216985612
23,Bosnia and Herzegovina,0.8070250388409477
24,Botswana,-0.1959195859853935
25,Brazil,1.874191994429566
26,Brunei Darussalam,1.09285176141384
27,Bulgaria,0.4799085219456174
28,Burkina Faso,2.252264306483994
29,Burundi,2.4250162392272614
30,Cabo Verde,1.3237489288258075
31,Cambodia,2.3867131508832244
32,Cameroon,2.9590885942889145
33,Canada,2.36987094538199
34,Cayman Islands,1.6792098532441742
35,Central African Republic,3.882065160532875
36,Chad,2.4640300067403587
37,Chile,1.069769432882822
38,China,1.0821480965523733
39,Colombia,1.2134088168950257
40,Comoros,0.7700263410897605
41,Costa Rica,2.6719955172229675
42,Cote d'Ivoire,2.0821444976008934
43,Croatia,0.7128837555974314
44,Cuba,1.5427609771832067
45,Cyprus,2.0389243400350097
46,Czech Republic,0.5576082590487204
47,Denmark,3.0114319980839355
48,Djibouti,0.7938028877379111
49,Dominica,2.487946331486455
50,Dominican Republic,1.7765998729664716
51,Ecuador,1.49573938483627
52,El Salvador,2.5290320350213733
53,Equatorial Guinea,3.2116603656613734
54,Eritrea,1.9763918505141191
55,Estonia,0.7635182542435359
56,Ethiopia,3.2574915355216945
57,Fiji,0.7347339021089283
58,Finland,2.7450266656269378
59,France,1.9212964596099482
60,Gabon,1.7899171260214644
61,Georgia,0.46890177661953203
62,Germany,1.4582742767852324
63,Ghana,1.2773330560194154
64,Greece,1.4337208410961466
65,Greenland,1.3213533243124402
66,Grenada,3.7499006696034485
67,Guam,0.8297883640389045
68,Guatemala,2.0583204472804937
69,Guinea,5.0995918484077265
70,Guinea-Bissau,3.2599140872898715
71,Guyana,3.1140578770464344
72,Haiti,0.7573739199797274
73,Honduras,1.985000730617685
74,Hungary,-0.3572437580260157
75,Iceland,2.7872160323368007
76,India,2.355814425198332
77,Indonesia,1.0323682535145053
78,Iraq,1.8564866459346376
79,Ireland,1.6113611171185767
80,Israel,1.362656565672296
81,Italy,1.6282831464413903
82,Jamaica,1.2232940780741046
83,Japan,1.1832861354741908
84,Jordan,0.1703871254248952
85,Kazakhstan,1.3093035211695678
86,Kenya,2.8059849365508853
87,Kiribati,0.44015066191605
88,Kosovo,1.2290749135463557
89,Kuwait,-1.3915263232247526
90,Kyrgyz Republic,2.248072518656045
91,Lao PDR,2.0003298072479083
92,Latvia,1.18765005658679
93,Lebanon,1.7167925296707836
94,Lesotho,0.7854850825187896
95,Liberia,2.056308999328394
96,Libya,0.668510543910088
97,Liechtenstein,0.9308751553562615
98,Lithuania,1.3361000224358577
99,Luxembourg,0.8605135835059627
100,Madagascar,3.462265029471382
101,Malawi,2.421404761103986
102,Malaysia,0.0536886893769406
103,Maldives,0.4874835474893189
104,Mali,0.39371051262241963
105,Malta,0.10079866277010296
106,Marshall Islands,0.8051049845216767
107,Mauritania,1.1364501282660058
108,Mauritius,1.2437547606277803
109,Mexico,2.4590307484068035
110,Moldova,-0.2842737130813475
111,Monaco,1.8879616033900675
112,Mongolia,-0.24085739037218445
113,Montenegro,1.6425780543249857
114,Morocco,-0.014712652253365377
115,Mozambique,3.1959550583487726
116,Myanmar,1.4241706385691941
117,Namibia,1.4514223757159925
118,Nepal,1.2984491660408821
119,Netherlands,2.100490080056261
120,New Caledonia,0.7499402631856356
121,New Zealand,2.573778348029009
122,Nicaragua,2.3630255976222543
123,Niger,1.383582209733504
124,Nigeria,1.0897872385230585
125,Norway,3.047444357396671
126,Oman,0.2998212301663443
127,Pakistan,2.54484115456944
128,Palau,0.17130230289876636
129,Panama,1.0148127210413804
130,Papua New Guinea,0.9136386564041459
131,Paraguay,1.6810094225093053
132,Peru,1.8022010463919287
133,Philippines,0.9217886083406484
134,Poland,0.9432507575402269
135,Portugal,1.725425729624476
136,Puerto Rico,0.09870049510209356
137,Qatar,-0.5903444048472011
138,Romania,0.44323366304888623
139,Russian Federation,0.663526917620402
140,Rwanda,4.260644519987181
141,Samoa,-0.6964951668851427
142,San Marino,1.6759154213650618
143,Sao Tome and Principe,1.522144572565594
144,Saudi Arabia,-0.8821955852981773
145,Senegal,3.7028362932560412
146,Serbia,1.6437307796459208
147,Seychelles,2.0747487074677338
148,Sierra Leone,1.1990453956186684
149,Singapore,0.2473661560434266
150,Slovak Republic,1.0397003053003573
151,Slovenia,1.2474226552512846
152,Solomon Islands,0.41635909728938714
153,Somalia,2.5976583985684556
154,South Africa,3.4693573532931623
155,South Sudan,3.238495376182982
156,Spain,1.432750705835133
157,Sri Lanka,0.16614049441159295
158,St. Kitts and Nevis,-0.4908769574958569
159,St. Lucia,1.429264145785055
160,St. Vincent and the Grenadines,2.028898300950459
161,Sudan,1.5436895771490526
162,Suriname,0.44093626394533203
163,Swaziland,0.44324671069807664
164,Sweden,2.8283156426350615
165,Switzerland,2.648378258714729
166,Syrian Arab Republic,1.842553304419198
167,Tajikistan,1.3664383578361594
168,Tanzania,2.553299321943996
169,Thailand,0.46382162230111135
170,Timor-Leste,-1.2410017447182327
171,Togo,3.818059177203395
172,Tonga,1.4710529837921058
173,Trinidad and Tobago,2.0474683146694588
174,Tunisia,1.4554401084096753
175,Turkey,1.2178428731567692
176,Turkmenistan,1.1835518855677947
177,Tuvalu,0.42582512377884996
178,Uganda,2.9763152728137356
179,Ukraine,1.8448978262767923
180,United Arab Emirates,2.1805809344405134
181,United Kingdom,2.685380656230336
182,United States,2.357577612487148
183,Uruguay,1.2847753996629763
184,Uzbekistan,1.3184256796612317
185,Vanuatu,1.850049336471784
186,Vietnam,1.3320934417406534
187,Virgin Islands (U.S.),0.9492852742951072
188,West Bank and Gaza,1.1183419065255293
189,Zambia,1.5958385707090201
190,Zimbabwe,2.912090060495757
