,Country,Value
128,Nicaragua,-0.9457433224
129,Niger,-0.661118567
130,Nigeria,-1.2006318569
131,Niue,-0.980573535
132,Norway,1.8185722828
133,Oman,0.412248224
134,Pakistan,-0.7785802484
135,Palau,-0.5814726949
136,Panama,0.1426440924
137,Papua New Guinea,-0.7510108352
138,Paraguay,-0.9225848317
139,Peru,-0.4224070311
140,Philippines,-0.0337626301
141,Poland,0.5235112906
142,Portugal,1.1591845751
143,Puerto Rico,0.3775098324
144,Qatar,0.99660182
145,Reunion,1.0039277077
146,Romania,-0.3559274375
147,Russian Federation,-0.3971747756
148,Rwanda,-0.1686910987
149,Samoa,0.025960695
150,San Marino,
151,Sao Tome and Principe,-0.6824516058
152,Saudi Arabia,-0.0647715032
153,Senegal,-0.4958516955
154,Serbia,-0.0389085896
155,Seychelles,0.1013245732
156,Sierra Leone,-1.2154467106
157,Singapore,2.2814519405
158,Slovak Republic,0.8646387458
159,Slovenia,1.1637696028
160,Solomon Islands,-1.1054364443
161,Somalia,-2.260679245
162,South Africa,0.4755506217
163,South Sudan,
164,Spain,0.9342550039
165,Sri Lanka,-0.1225255653
166,St. Kitts and Nevis,0.7725418806
167,St. Lucia,0.85602808
168,St. Vincent and the Grenadines,0.7725418806
169,Sudan,-1.2673655748
170,Suriname,-0.0524587296
171,Swaziland,-0.7474192381
172,Sweden,2.0469758511
173,Switzerland,1.9642933607
174,Syrian Arab Republic,-0.5878275037
175,Tajikistan,-1.0814006329
176,Tanzania,-0.5932705402
177,Thailand,0.2807178497
178,Timor-Leste,-1.1553167105
179,Togo,-1.3911764622
180,Tonga,-0.3510032594
181,Trinidad and Tobago,0.3026633859
182,Tunisia,0.4038215578
183,Turkey,0.2892992496
184,Turkmenistan,-1.4668662548
185,Tuvalu,-0.4716269672
186,Uganda,-0.6164339781
187,Ukraine,-0.7955201268
188,United Arab Emirates,1.0245822668
189,United Kingdom,1.5028822422
190,United States,1.5043971539
191,Uruguay,0.5957077146
192,Uzbekistan,-0.645826757
193,Vanuatu,-0.3474710882
194,Vietnam,-0.2486034632
195,Virgin Islands (U.S.),1.2627387047
196,West Bank and Gaza,-0.7124900222
197,Zambia,-0.7911401391
198,Zimbabwe,-1.5162160397
