,Country,Value
104,Malawi,-0.4348421395
105,Malaysia,0.0167269278
106,Maldives,-0.8693679571
107,Mali,-0.4550238252
108,Malta,1.0441762209
109,Marshall Islands,-0.5676689148
110,Martinique,0.8377100825
111,Mauritania,-0.721408844
112,Mauritius,0.5915785432
113,Mexico,-0.2415491045
114,Moldova,-0.5677025318
115,Monaco,
116,Mongolia,-0.6660929918
117,Montenegro,-0.1891158968
118,Morocco,-0.3799968958
119,Mozambique,-0.4741268754
120,Myanmar,-1.5612795353
121,Namibia,0.5647445321
122,Nauru,-0.3204181492
123,Nepal,-0.7225711346
124,Netherlands,2.1625089645
125,Netherlands Antilles,1.3197852373
126,New Caledonia,
127,New Zealand,2.3330924511
128,Nicaragua,-0.7565783262
129,Niger,-0.7502964139
130,Nigeria,-0.8110544086
131,Niue,
132,Norway,1.8758689165
133,Oman,0.454685986
134,Pakistan,-0.8034228683
135,Palau,-0.3204181492
136,Panama,-0.1131969914
137,Papua New Guinea,-1.2746534348
138,Paraguay,-1.0076196194
139,Peru,-0.204195708
140,Philippines,-0.7466049194
141,Poland,0.3464877903
142,Portugal,0.9997717142
143,Puerto Rico,0.477597326
144,Qatar,1.1114033461
145,Reunion,0.8377100825
146,Romania,-0.1571536809
147,Russian Federation,-1.0495952368
148,Rwanda,0.1393707544
149,Samoa,0.2208889872
150,San Marino,
151,Sao Tome and Principe,-0.4494912326
152,Saudi Arabia,-0.028327195
153,Senegal,-0.5354246497
154,Serbia,-0.3029504418
155,Seychelles,0.2457170188
156,Sierra Leone,-0.9630517364
157,Singapore,2.252928257
158,Slovak Republic,0.3033922613
159,Slovenia,0.9111666083
160,Solomon Islands,-0.5145735145
161,Somalia,-1.9240459204
162,South Africa,0.1617383808
163,South Sudan,
164,Spain,1.1052696705
165,Sri Lanka,-0.186922282
166,St. Kitts and Nevis,1.0000762939
167,St. Lucia,1.1700928211
168,St. Vincent and the Grenadines,1.0000762939
169,Sudan,-1.4843486547
170,Suriname,-0.0707186013
171,Swaziland,-0.1766134948
172,Sweden,2.2267284393
173,Switzerland,2.1666815281
174,Syrian Arab Republic,-1.0800987482
175,Tajikistan,-1.0720850229
176,Tanzania,-0.4213436842
177,Thailand,-0.4199299812
178,Timor-Leste,-0.9027683139
179,Togo,-0.933160305
180,Tonga,-0.6470798254
181,Trinidad and Tobago,-0.2660357356
182,Tunisia,-0.1831501722
183,Turkey,0.0815102458
184,Turkmenistan,-1.4098274708
185,Tuvalu,-0.1889327615
186,Uganda,-0.8305355906
187,Ukraine,-0.7875930071
188,United Arab Emirates,1.1306327581
189,United Kingdom,1.6607590914
190,United States,1.4094301462
191,Uruguay,1.2261465788
192,Uzbekistan,-0.9537625313
193,Vanuatu,0.3241766691
194,Vietnam,-0.7265515924
195,Virgin Islands (U.S.),0.8377100825
196,West Bank and Gaza,-1.1521257162
197,Zambia,-0.4743389785
198,Zimbabwe,-1.305026412
