,Country,Value
145,Reunion,0.8636190891
146,Romania,-0.2666863501
147,Russian Federation,-1.0876158476
148,Rwanda,0.1330752522
149,Samoa,0.1144165322
150,San Marino,
151,Sao Tome and Principe,-0.3918978274
152,Saudi Arabia,-0.0107539641
153,Senegal,-0.5280863643
154,Serbia,-0.308614254
155,Seychelles,0.3135250211
156,Sierra Leone,-0.9385310411
157,Singapore,2.2525894642
158,Slovak Republic,0.2280565351
159,Slovenia,1.0235369205
160,Solomon Islands,-0.3773689568
161,Somalia,-1.722720027
162,South Africa,0.1434054226
163,South Sudan,
164,Spain,0.995314002
165,Sri Lanka,-0.3709918559
166,St. Kitts and Nevis,1.0583680868
167,St. Lucia,1.2295854092
168,St. Vincent and the Grenadines,1.0583680868
169,Sudan,-1.2148141861
170,Suriname,-0.3645038009
171,Swaziland,-0.1962115169
172,Sweden,2.2908287048
173,Switzerland,2.0933568478
174,Syrian Arab Republic,-1.0677574873
175,Tajikistan,-1.1308584213
176,Tanzania,-0.4425221086
177,Thailand,-0.2804693282
178,Timor-Leste,-0.9958340526
179,Togo,-1.0271816254
180,Tonga,-0.6720741987
181,Trinidad and Tobago,-0.2077509314
182,Tunisia,-0.1100107506
183,Turkey,0.0740799606
184,Turkmenistan,-1.4646965265
185,Tuvalu,-0.1774148494
186,Uganda,-0.8871338367
187,Ukraine,-1.0069278479
188,United Arab Emirates,0.9549043179
189,United Kingdom,1.6020917892
190,United States,1.2625986338
191,Uruguay,1.1905343533
192,Uzbekistan,-1.2151783705
193,Vanuatu,0.3584443033
194,Vietnam,-0.5347946882
195,Virgin Islands (U.S.),0.8636190891
196,West Bank and Gaza,-0.3588455021
197,Zambia,-0.5132091045
198,Zimbabwe,-1.3165764809
